chr1	x1	x2	chr2	y1	y2	color	f1	f2	f3	f4	f5
12	25000000	25560000	12	25000000	25560000	255,255,0	0.91669	0.070198	0.085755	0.69005	0.52934
12	98800000	99400000	12	98800000	99400000	255,255,0	1.1794	0.073404	0.081567	0.82556	0.58389
12	120740000	121480000	12	120740000	121480000	255,255,0	1.133	0.07576	0.078965	0.79949	0.50548
12	130510000	131240000	12	130510000	131240000	255,255,0	1.1649	0.084824	0.067071	0.63363	0.69595
12	62800000	63480000	12	62800000	63480000	255,255,0	1.3475	0.075618	0.075974	0.68253	0.80882
12	23350000	24190000	12	23350000	24190000	255,255,0	1.2376	0.080958	0.070376	0.77494	0.76361
12	7350000	7630000	12	7350000	7630000	255,255,0	1.3255	0.10338	0.047612	0.87755	0.65816
12	33500000	34170000	12	33500000	34170000	255,255,0	1.0561	0.069199	0.080428	0.5303	0.84581
12	70270000	70980000	12	70270000	70980000	255,255,0	1.4431	0.067441	0.082179	0.86587	0.64365
12	52520000	53400000	12	52520000	53400000	255,255,0	1.7972	0.061996	0.085146	0.87965	0.88378
12	46520000	47080000	12	46520000	47080000	255,255,0	1.127	0.079783	0.067267	0.5625	0.80995
12	1730000	1910000	12	1730000	1910000	255,255,0	1.229	0.08633	0.060521	0.74074	0.64198
12	24250000	24960000	12	24250000	24960000	255,255,0	0.99173	0.070061	0.07607	0.58492	0.72143
12	113620000	114390000	12	113620000	114390000	255,255,0	1.4064	0.085594	0.059417	0.65789	0.89676
12	105810000	106560000	12	105810000	106560000	255,255,0	1.5844	0.078511	0.066249	0.84139	0.87553
12	55560000	56040000	12	55560000	56040000	255,255,0	1.7426	0.071387	0.073141	0.82812	0.9184
12	1730000	2120000	12	1730000	2120000	255,255,0	1.1752	0.070948	0.072121	0.77632	0.62368
12	14340000	14640000	12	14340000	14640000	255,255,0	1.4709	0.081676	0.061072	0.86222	0.73778
12	64220000	64660000	12	64220000	64660000	255,255,0	1.1425	0.069589	0.072866	0.65083	0.65909
12	28110000	28740000	12	28110000	28740000	255,255,0	0.72004	0.071712	0.070482	0.50342	0.50547
12	34180000	34550000	12	34180000	34550000	255,255,0	1.1036	0.061473	0.080687	0.87427	0.53509
12	65190000	65690000	12	65190000	65690000	255,255,0	1.5393	0.082375	0.058872	0.816	0.8032
12	54610000	54790000	12	54610000	54790000	255,255,0	1.3363	0.075103	0.065554	0.74074	0.64198
12	40150000	40530000	12	40150000	40530000	255,255,0	1.0105	0.059181	0.080632	0.65928	0.68698
12	2150000	2730000	12	2150000	2730000	255,255,0	1.3077	0.068383	0.071098	0.79667	0.75862
12	25580000	26190000	12	25580000	26190000	255,255,0	1.2511	0.078194	0.059958	0.74086	0.81183
12	58160000	58340000	12	58160000	58340000	255,255,0	1.3314	0.056349	0.08136	0.69136	0.74074
12	65900000	66430000	12	65900000	66430000	255,255,0	1.0325	0.07202	0.065129	0.56838	0.66239
12	109550000	109840000	12	109550000	109840000	255,255,0	1.2226	0.098159	0.038725	0.76667	0.76667
12	49740000	49930000	12	49740000	49930000	255,255,0	1.2767	0.073204	0.063092	0.72222	0.7
12	112250000	112870000	12	112250000	112870000	255,255,0	1.1066	0.05882	0.077185	0.62435	0.71384
12	127230000	127860000	12	127230000	127860000	255,255,0	1.4546	0.066844	0.068933	0.79133	0.82964
12	3980000	4420000	12	3980000	4420000	255,255,0	1.2913	0.068544	0.067229	0.77479	0.75826
12	38520000	38710000	12	38520000	38710000	255,255,0	0.83196	0.077148	0.058452	0.52222	0.67778
12	15730000	16010000	12	15730000	16010000	255,255,0	1.0625	0.067967	0.067091	0.61735	0.71939
12	12930000	13400000	12	12930000	13400000	255,255,0	1.1916	0.071886	0.06194	0.69384	0.74819
12	11700000	12190000	12	11700000	12190000	255,255,0	1.8599	0.073952	0.059648	0.94167	0.90833
12	42440000	42970000	12	42440000	42970000	255,255,0	1.216	0.076544	0.0564	0.77066	0.71368
12	57110000	57600000	12	57110000	57600000	255,255,0	1.3078	0.06641	0.066526	0.77833	0.705
12	4440000	4900000	12	4440000	4900000	255,255,0	0.96496	0.067251	0.063011	0.58601	0.66541
12	117440000	117600000	12	117440000	117600000	255,255,0	1.1149	0.044938	0.084903	0.60938	0.67188
12	80150000	80590000	12	80150000	80590000	255,255,0	1.5266	0.060458	0.068884	0.8781	0.73347
12	57650000	57860000	12	57650000	57860000	255,255,0	1.5483	0.059056	0.069769	0.79091	0.79091
12	26920000	27500000	12	26920000	27500000	255,255,0	0.86444	0.058605	0.069505	0.61118	0.58502
12	26220000	26870000	12	26220000	26870000	255,255,0	1.2871	0.060935	0.067093	0.83428	0.71875
12	29200000	29670000	12	29200000	29670000	255,255,0	0.94654	0.066125	0.060571	0.67935	0.58784
12	83390000	83790000	12	83390000	83790000	255,255,0	1.2442	0.060338	0.066222	0.7925	0.6425
12	22930000	23340000	12	22930000	23340000	255,255,0	0.85296	0.070452	0.055825	0.57852	0.5624
12	104140000	104570000	12	104140000	104570000	255,255,0	1.1346	0.081306	0.044205	0.78571	0.62554
12	95460000	95960000	12	95460000	95960000	255,255,0	1.4195	0.06281	0.061397	0.7712	0.8608
12	118590000	118830000	12	118590000	118830000	255,255,0	1.4146	0.046012	0.077955	0.71528	0.84028
12	64820000	65160000	12	64820000	65160000	255,255,0	1.5752	0.055151	0.068754	0.71972	0.89273
12	101170000	101540000	12	101170000	101540000	255,255,0	0.88613	0.062854	0.060982	0.62763	0.50395
12	120740000	120910000	12	120740000	120910000	255,255,0	0.88524	0.074887	0.047551	0.51389	0.54167
12	101790000	102290000	12	101790000	102290000	255,255,0	1.3677	0.068942	0.053458	0.8512	0.7488
12	12220000	12500000	12	12220000	12500000	255,255,0	1.6907	0.064281	0.058099	0.88265	0.85204
12	56100000	56440000	12	56100000	56440000	255,255,0	1.3763	0.073828	0.047102	0.82353	0.66436
12	22630000	22830000	12	22630000	22830000	255,255,0	1.1551	0.067742	0.053034	0.73	0.73
12	70970000	71120000	12	70970000	71120000	255,255,0	1.1451	0.059356	0.061155	0.625	0.58929
12	21440000	21620000	12	21440000	21620000	255,255,0	1.0604	0.075177	0.045303	0.66667	0.64198
12	39670000	40040000	12	39670000	40040000	255,255,0	1.0433	0.069011	0.051372	0.82164	0.50585
12	21850000	22180000	12	21850000	22180000	255,255,0	1.1904	0.058826	0.058787	0.79044	0.66544
12	51150000	51770000	12	51150000	51770000	255,255,0	1.3851	0.057433	0.060036	0.61186	0.8949
12	54380000	54600000	12	54380000	54600000	255,255,0	1.5986	0.055282	0.061911	0.82645	0.80992
12	132980000	133190000	12	132980000	133190000	255,255,0	1.4141	0.047593	0.068285	0.75455	0.75455
12	48590000	49040000	12	48590000	49040000	255,255,0	1.0804	0.041193	0.072661	0.80435	0.54743
12	116410000	117120000	12	116410000	117120000	255,255,0	1.8644	0.056268	0.056943	0.96746	0.88175
12	1910000	2080000	12	1910000	2080000	255,255,0	1.0849	0.059794	0.053379	0.65278	0.625
12	117630000	118300000	12	117630000	118300000	255,255,0	1.8535	0.053575	0.058863	0.95098	0.92959
12	31800000	32480000	12	31800000	32480000	255,255,0	1.5774	0.058697	0.053553	0.91955	0.91436
12	53430000	53920000	12	53430000	53920000	255,255,0	1.5956	0.050345	0.061795	0.91167	0.805
12	56510000	56900000	12	56510000	56900000	255,255,0	0.94655	0.047185	0.064283	0.59211	0.58684
12	14960000	15150000	12	14960000	15150000	255,255,0	1.1802	0.040474	0.070897	0.63333	0.76667
12	77000000	77330000	12	77000000	77330000	255,255,0	1.4402	0.047104	0.064106	0.87868	0.69485
12	104570000	104760000	12	104570000	104760000	255,255,0	1.2989	0.047249	0.062224	0.72222	0.76667
12	76440000	76990000	12	76440000	76990000	255,255,0	0.93925	0.050742	0.058587	0.63624	0.5119
12	6660000	6970000	12	6660000	6970000	255,255,0	1.3095	0.039899	0.069401	0.7875	0.81667
12	25120000	25310000	12	25120000	25310000	255,255,0	1.1747	0.054142	0.054571	0.70611	0.75722
12	89930000	90400000	12	89930000	90400000	255,255,0	1.3533	0.041666	0.066841	0.88587	0.71558
12	106100000	106550000	12	106100000	106550000	255,255,0	1.2494	0.049352	0.058833	0.59486	0.87945
12	70290000	70780000	12	70290000	70780000	255,255,0	1.1252	0.060506	0.047503	0.68304	0.60882
12	57900000	58150000	12	57900000	58150000	255,255,0	1.5928	0.054546	0.05327	0.83974	0.83974
12	108050000	108310000	12	108050000	108310000	255,255,0	1.4475	0.057585	0.049845	0.86391	0.7929
12	6160000	6410000	12	6160000	6410000	255,255,0	1.3338	0.059777	0.046985	0.76282	0.78846
12	69670000	70000000	12	69670000	70000000	255,255,0	1.3599	0.055506	0.051224	0.73897	0.76103
12	7800000	7980000	12	7800000	7980000	255,255,0	1.0614	0.051803	0.054854	0.64198	0.66667
12	121020000	121440000	12	121020000	121440000	255,255,0	1.102	0.060534	0.045116	0.51701	0.82086
12	45550000	45820000	12	45550000	45820000	255,255,0	1.4516	0.063456	0.041999	0.88462	0.73077
12	4440000	4650000	12	4440000	4650000	255,255,0	1.2279	0.063716	0.041694	0.79091	0.66364
12	44120000	44300000	12	44120000	44300000	255,255,0	1.1714	0.042469	0.062604	0.74074	0.66667
12	123260000	123740000	12	123260000	123740000	255,255,0	0.92875	0.055939	0.048879	0.50521	0.68229
12	2940000	3160000	12	2940000	3160000	255,255,0	1.4041	0.050378	0.054228	0.76033	0.82645
12	114410000	115000000	12	114410000	115000000	255,255,0	1.7283	0.041095	0.063493	0.94368	0.88161
12	108380000	108910000	12	108380000	108910000	255,255,0	1.6569	0.050798	0.053415	0.83333	0.9416
12	68720000	69090000	12	68720000	69090000	255,255,0	1.5207	0.046313	0.057359	0.83918	0.85673
12	104760000	105240000	12	104760000	105240000	255,255,0	1.1803	0.050624	0.052643	0.85938	0.57812
12	109860000	110240000	12	109860000	110240000	255,255,0	1.3355	0.040679	0.062499	0.80332	0.7867
12	96630000	96910000	12	96630000	96910000	255,255,0	1.4331	0.031497	0.07083	0.78061	0.86224
12	93880000	94500000	12	93880000	94500000	255,255,0	1.7291	0.051815	0.050501	0.89282	0.93652
12	123100000	123260000	12	123100000	123260000	255,255,0	0.96709	0.05491	0.047221	0.51562	0.64062
12	47090000	47400000	12	47090000	47400000	255,255,0	1.4	0.049118	0.052142	0.7625	0.8875
12	117130000	117610000	12	117130000	117610000	255,255,0	1.6365	0.043564	0.057452	0.86979	0.89062
12	670000	930000	12	670000	930000	255,255,0	1.4249	0.05677	0.044095	0.8284	0.78107
12	107510000	108020000	12	107510000	108020000	255,255,0	1.5809	0.046236	0.054522	0.93077	0.83538
12	52270000	52520000	12	52270000	52520000	255,255,0	0.9485	0.046174	0.054533	0.54487	0.62179
12	30990000	31400000	12	30990000	31400000	255,255,0	1.3675	0.049321	0.051258	0.89286	0.79762
12	91770000	92200000	12	91770000	92200000	255,255,0	1.2747	0.063765	0.036595	0.92424	0.59957
12	75900000	76440000	12	75900000	76440000	255,255,0	1.8961	0.065324	0.034654	0.9465	0.88615
12	93380000	93820000	12	93380000	93820000	255,255,0	1.6666	0.052519	0.04714	0.83264	0.94421
12	39690000	39930000	12	39690000	39930000	255,255,0	1.0418	0.063555	0.035996	0.82639	0.50694
12	52960000	53270000	12	52960000	53270000	255,255,0	1.6288	0.034925	0.06455	0.8625	0.87083
12	51790000	52270000	12	51790000	52270000	255,255,0	1.6926	0.048059	0.05103	0.94618	0.82812
12	12510000	12870000	12	12510000	12870000	255,255,0	1.6851	0.045305	0.053661	0.91049	0.8858
12	27560000	27860000	12	27560000	27860000	255,255,0	1.3954	0.046576	0.052278	0.82942	0.85442
12	32510000	32870000	12	32510000	32870000	255,255,0	1.4388	0.050696	0.047848	0.89198	0.86728
12	4200000	4400000	12	4200000	4400000	255,255,0	1.3506	0.037962	0.060353	0.75	0.79
12	112630000	112860000	12	112630000	112860000	255,255,0	1.3604	0.033137	0.06427	0.75	0.81061
12	56880000	57030000	12	56880000	57030000	255,255,0	1.0212	0.052716	0.044565	0.625	0.58929
12	49440000	49670000	12	49440000	49670000	255,255,0	1.1977	0.042492	0.054407	0.70455	0.7803
12	56570000	57030000	12	56570000	57030000	255,255,0	1.0143	0.049118	0.047686	0.54064	0.71456
12	116420000	116710000	12	116420000	116710000	255,255,0	1.3839	0.067151	0.029424	0.89048	0.67143
12	25340000	25550000	12	25340000	25550000	255,255,0	1.2666	0.04023	0.056236	0.75455	0.80909
12	47420000	47810000	12	47420000	47810000	255,255,0	1.6366	0.055041	0.040696	0.91316	0.89211
12	1220000	1710000	12	1220000	1710000	255,255,0	1.7427	0.050968	0.044693	0.91167	0.945
12	121920000	122120000	12	121920000	122120000	255,255,0	1.3849	0.04793	0.047608	0.79	0.77
12	120730000	121020000	12	120730000	121020000	255,255,0	1.023	0.063924	0.031417	0.72857	0.54762
12	89410000	89860000	12	89410000	89860000	255,255,0	1.7958	0.052765	0.042315	0.94269	0.92688
12	8240000	8390000	12	8240000	8390000	255,255,0	1.0356	0.041178	0.053551	0.625	0.625
12	7990000	8180000	12	7990000	8180000	255,255,0	1.0255	0.043236	0.05133	0.61111	0.67778
12	112940000	113390000	12	112940000	113390000	255,255,0	1.1611	0.04568	0.048713	0.82806	0.61067
12	50870000	51140000	12	50870000	51140000	255,255,0	1.4161	0.049496	0.044622	0.81868	0.7967
12	94930000	95310000	12	94930000	95310000	255,255,0	0.87752	0.050266	0.043305	0.6482	0.50416
12	108450000	108610000	12	108450000	108610000	255,255,0	0.94212	0.053545	0.038871	0.57812	0.57812
12	32910000	33090000	12	32910000	33090000	255,255,0	1.0449	0.050864	0.041345	0.74074	0.59259
12	53910000	54090000	12	53910000	54090000	255,255,0	1.2291	0.05645	0.035741	0.71605	0.69136
12	5280000	5550000	12	5280000	5550000	255,255,0	1.0553	0.051207	0.040963	0.68681	0.65385
12	34230000	34410000	12	34230000	34410000	255,255,0	0.93863	0.060215	0.031839	0.72538	0.51073
12	31560000	31800000	12	31560000	31800000	255,255,0	1.3263	0.03702	0.054979	0.78472	0.85417
12	4940000	5120000	12	4940000	5120000	255,255,0	0.99373	0.043361	0.048629	0.61728	0.64198
12	111350000	111760000	12	111350000	111760000	255,255,0	1.7056	0.04619	0.045112	0.92143	0.92143
12	10720000	10910000	12	10720000	10910000	255,255,0	0.9778	0.04834	0.042606	0.52222	0.74444
12	118860000	119130000	12	118860000	119130000	255,255,0	1.0887	0.063959	0.026651	0.81099	0.50476
12	55120000	55360000	12	55120000	55360000	255,255,0	1.1283	0.049023	0.041302	0.70139	0.71528
12	48100000	48260000	12	48100000	48260000	255,255,0	0.98756	0.06655	0.023647	0.67188	0.54688
12	66520000	66810000	12	66520000	66810000	255,255,0	1.3926	0.049667	0.040419	0.81429	0.77619
12	93940000	94160000	12	93940000	94160000	255,255,0	1.2588	0.060366	0.029639	0.77686	0.77686
12	94520000	94930000	12	94520000	94930000	255,255,0	1.6501	0.045754	0.042754	0.94048	0.88333
12	53430000	53710000	12	53430000	53710000	255,255,0	1.2608	0.05446	0.033613	0.85204	0.59694
12	74800000	74970000	12	74800000	74970000	255,255,0	0.8532	0.027828	0.060216	0.51476	0.5599
12	53710000	53910000	12	53710000	53910000	255,255,0	1.2933	0.034228	0.053799	0.69	0.77
12	65720000	65910000	12	65720000	65910000	255,255,0	0.90228	0.059933	0.027786	0.63333	0.5
12	109690000	109840000	12	109690000	109840000	255,255,0	0.94516	0.026295	0.061167	0.625	0.57143
12	57140000	57400000	12	57140000	57400000	255,255,0	1.4913	0.048229	0.039168	0.85207	0.81657
12	110880000	111330000	12	110880000	111330000	255,255,0	1.2954	0.044326	0.04286	0.71739	0.86759
12	60480000	60670000	12	60480000	60670000	255,255,0	0.93647	0.059084	0.028057	0.65556	0.5
12	3170000	3400000	12	3170000	3400000	255,255,0	1.335	0.046503	0.040322	0.82576	0.79545
12	46750000	47070000	12	46750000	47070000	255,255,0	1.6091	0.039861	0.046601	0.88672	0.91016
12	51170000	51430000	12	51170000	51430000	255,255,0	1.4421	0.046264	0.039918	0.84024	0.81657
12	80180000	80440000	12	80180000	80440000	255,255,0	1.1398	0.059985	0.025736	0.75685	0.59385
12	92540000	92980000	12	92540000	92980000	255,255,0	1.4388	0.027487	0.057615	0.75413	0.93595
12	120100000	120550000	12	120100000	120550000	255,255,0	1.3086	0.041658	0.043377	0.77273	0.83202
12	40160000	40390000	12	40160000	40390000	255,255,0	0.94827	0.042342	0.042496	0.73485	0.56818
12	54150000	54370000	12	54150000	54370000	255,255,0	1.4064	0.044631	0.039182	0.77686	0.82645
12	51440000	51760000	12	51440000	51760000	255,255,0	1.5221	0.027285	0.056437	0.82422	0.87109
12	130510000	130840000	12	130510000	130840000	255,255,0	1.521	0.048002	0.035686	0.88603	0.77574
12	27870000	28100000	12	27870000	28100000	255,255,0	1.3324	0.049266	0.033885	0.82576	0.7803
12	31000000	31170000	12	31000000	31170000	255,255,0	0.91103	0.070364	0.012352	0.70833	0.51389
12	113620000	113880000	12	113620000	113880000	255,255,0	1.3398	0.037855	0.044668	0.78107	0.81657
12	116710000	117060000	12	116710000	117060000	255,255,0	1.5263	0.026153	0.056282	0.85294	0.91176
12	71600000	71790000	12	71600000	71790000	255,255,0	1.2657	0.045379	0.036793	0.7	0.74444
12	125650000	125920000	12	125650000	125920000	255,255,0	1.1851	0.032043	0.049457	0.71978	0.75275
12	26250000	26540000	12	26250000	26540000	255,255,0	1.2371	0.054669	0.02668	0.82381	0.71905
12	123740000	124100000	12	123740000	124100000	255,255,0	1.5861	0.042046	0.038803	0.89198	0.89815
12	6420000	6640000	12	6420000	6640000	255,255,0	1.2298	0.041004	0.03923	0.80992	0.72727
12	107320000	107500000	12	107320000	107500000	255,255,0	1.1658	0.031134	0.048631	0.66667	0.74074
12	48600000	48860000	12	48600000	48860000	255,255,0	1.2419	0.044435	0.035179	0.84024	0.73373
12	110880000	111050000	12	110880000	111050000	255,255,0	1.0419	0.046669	0.032786	0.625	0.65278
12	24740000	24950000	12	24740000	24950000	255,255,0	1.0823	0.027276	0.051722	0.64545	0.77273
12	95480000	95690000	12	95480000	95690000	255,255,0	1.0267	0.048693	0.030283	0.7	0.60909
12	131250000	131590000	12	131250000	131590000	255,255,0	1.3243	0.042018	0.036812	0.83737	0.65744
12	74520000	74710000	12	74520000	74710000	255,255,0	1.0417	0.033426	0.045279	0.56667	0.7
12	57400000	57600000	12	57400000	57600000	255,255,0	1.2035	0.031861	0.046696	0.69	0.75
12	111770000	112130000	12	111770000	112130000	255,255,0	0.90975	0.042344	0.036016	0.57716	0.62037
12	42500000	42740000	12	42500000	42740000	255,255,0	1.1988	0.054969	0.023249	0.78472	0.74306
12	70340000	70640000	12	70340000	70640000	255,255,0	0.97717	0.052161	0.026019	0.68185	0.52311
12	64050000	64220000	12	64050000	64220000	255,255,0	0.98183	0.038923	0.038804	0.56944	0.65278
12	117140000	117420000	12	117140000	117420000	255,255,0	1.2279	0.044243	0.033454	0.87245	0.60714
12	95730000	95950000	12	95730000	95950000	255,255,0	1.2087	0.021801	0.055566	0.66116	0.80992
12	121530000	121690000	12	121530000	121690000	255,255,0	1.0456	0.033205	0.044115	0.61545	0.67622
12	72160000	72350000	12	72160000	72350000	255,255,0	1.1945	0.030752	0.046523	0.67778	0.72222
12	113880000	114380000	12	113880000	114380000	255,255,0	1.727	0.034245	0.042899	0.8832	0.9536
12	124840000	125260000	12	124840000	125260000	255,255,0	1.5926	0.03619	0.040899	0.8254	0.93878
12	71120000	71250000	12	71120000	71250000	255,255,0	0.84196	0.04472	0.031847	0.5	0.5
12	56710000	56870000	12	56710000	56870000	255,255,0	1.1264	0.02728	0.048271	0.67188	0.67188
12	4670000	4880000	12	4670000	4880000	255,255,0	0.91058	0.031859	0.043587	0.57273	0.62727
12	119520000	119870000	12	119520000	119870000	255,255,0	0.96242	0.035322	0.039962	0.65686	0.63072
12	116200000	116360000	12	116200000	116360000	255,255,0	0.93723	0.01684	0.058336	0.54688	0.67188
12	50470000	50830000	12	50470000	50830000	255,255,0	0.90632	0.03428	0.040867	0.55864	0.62654
12	124240000	124510000	12	124240000	124510000	255,255,0	1.2794	0.0307	0.044362	0.71978	0.80769
12	29230000	29460000	12	29230000	29460000	255,255,0	1.1113	0.042654	0.032336	0.79545	0.67424
12	69250000	69500000	12	69250000	69500000	255,255,0	1.3937	0.039654	0.035037	0.86538	0.73718
12	93170000	93370000	12	93170000	93370000	255,255,0	1.204	0.049338	0.025145	0.75	0.75
12	108650000	108910000	12	108650000	108910000	255,255,0	1.32	0.018421	0.055736	0.68639	0.86391
12	130880000	131240000	12	130880000	131240000	255,255,0	1.4394	0.034134	0.039892	0.73148	0.86728
12	63200000	63480000	12	63200000	63480000	255,255,0	1.3656	0.032123	0.041404	0.7398	0.85204
12	1070000	1210000	12	1070000	1210000	255,255,0	0.80659	0.019212	0.054099	0.53061	0.53061
12	13170000	13400000	12	13170000	13400000	255,255,0	0.98957	0.024631	0.048623	0.5134	0.75524
12	96440000	96620000	12	96440000	96620000	255,255,0	1.0549	0.036144	0.036939	0.66667	0.66667
12	71990000	72150000	12	71990000	72150000	255,255,0	1.0116	0.034953	0.037913	0.54688	0.60938
12	3740000	3920000	12	3740000	3920000	255,255,0	0.99525	0.021918	0.05094	0.54321	0.71605
12	46540000	46740000	12	46540000	46740000	255,255,0	0.90688	0.037421	0.035245	0.63	0.59
12	102660000	102890000	12	102660000	102890000	255,255,0	1.2659	0.035437	0.036689	0.7197	0.84091
12	51440000	51650000	12	51440000	51650000	255,255,0	1.0325	0.03154	0.040441	0.77273	0.51818
12	106600000	106770000	12	106600000	106770000	255,255,0	1.0346	0.043124	0.028828	0.625	0.68056
12	94160000	94500000	12	94160000	94500000	255,255,0	1.34	0.024473	0.047401	0.67128	0.89965
12	118300000	118530000	12	118300000	118530000	255,255,0	1.0326	0.041026	0.030829	0.76333	0.52062
12	123290000	123460000	12	123290000	123460000	255,255,0	1.0499	0.028927	0.0426	0.65278	0.65278
12	132310000	132510000	12	132310000	132510000	255,255,0	1.2003	0.034238	0.037041	0.77	0.63
12	117640000	117790000	12	117640000	117790000	255,255,0	0.87385	0.053129	0.018007	0.58929	0.51786
12	123460000	123690000	12	123460000	123690000	255,255,0	1.3357	0.028917	0.041909	0.7803	0.81061
12	39310000	39500000	12	39310000	39500000	255,255,0	0.71775	0.03466	0.03586	0.52222	0.52222
12	19480000	19710000	12	19480000	19710000	255,255,0	0.94094	0.029271	0.040016	0.64394	0.62879
12	110540000	110780000	12	110540000	110780000	255,255,0	1.1614	0.030273	0.038942	0.75868	0.70472
12	122850000	122980000	12	122850000	122980000	255,255,0	0.8026	0.025974	0.043203	0.5	0.5
12	102920000	103150000	12	102920000	103150000	255,255,0	1.0383	0.032605	0.035842	0.64394	0.73485
12	95970000	96220000	12	95970000	96220000	255,255,0	1.1024	0.046069	0.022197	0.83974	0.55769
12	131630000	131970000	12	131630000	131970000	255,255,0	1.4035	0.036282	0.031925	0.81661	0.83045
12	62610000	62800000	12	62610000	62800000	255,255,0	1.1361	0.041993	0.026208	0.7	0.67778
12	121170000	121420000	12	121170000	121420000	255,255,0	1.3567	0.031703	0.036476	0.8141	0.85256
12	124520000	124810000	12	124520000	124810000	255,255,0	1.6611	0.031397	0.036435	0.9	0.88095
12	102160000	102290000	12	102160000	102290000	255,255,0	0.76169	0.02588	0.041339	0.5	0.5
12	68380000	68590000	12	68380000	68590000	255,255,0	0.89307	0.040531	0.026056	0.62727	0.5
12	111050000	111330000	12	111050000	111330000	255,255,0	1.1312	0.026519	0.039627	0.57653	0.86224
12	121710000	121900000	12	121710000	121900000	255,255,0	1.1702	0.028035	0.037686	0.7	0.74444
12	104770000	105070000	12	104770000	105070000	255,255,0	1.3746	0.037576	0.027484	0.88	0.78222
12	76440000	76750000	12	76440000	76750000	255,255,0	1.389	0.035014	0.029633	0.8375	0.74583
12	65950000	66110000	12	65950000	66110000	255,255,0	0.95282	0.038254	0.025274	0.64062	0.54688
12	48420000	48600000	12	48420000	48600000	255,255,0	0.84804	0.019325	0.044003	0.50694	0.62184
12	52590000	52750000	12	52590000	52750000	255,255,0	1.0091	0.046828	0.01583	0.66236	0.58054
12	64660000	64800000	12	64660000	64800000	255,255,0	0.91329	0.032306	0.029735	0.57143	0.53061
12	47820000	48050000	12	47820000	48050000	255,255,0	1.0253	0.022838	0.03893	0.68939	0.70455
12	120380000	120540000	12	120380000	120540000	255,255,0	1.014	0.024658	0.037033	0.64062	0.64062
12	9940000	10100000	12	9940000	10100000	255,255,0	0.81012	0.034049	0.027469	0.54688	0.51562
12	128730000	128900000	12	128730000	128900000	255,255,0	0.81876	0.037243	0.023637	0.54167	0.54167
12	120100000	120380000	12	120100000	120380000	255,255,0	1.1446	0.031269	0.028435	0.84184	0.63776
12	112350000	112620000	12	112350000	112620000	255,255,0	0.80667	0.030395	0.028429	0.59135	0.52984
12	71800000	71970000	12	71800000	71970000	255,255,0	1.0612	0.025586	0.031238	0.68056	0.625
12	2180000	2370000	12	2180000	2370000	255,255,0	0.89005	0.039349	0.016637	0.69596	0.50909
12	111970000	112120000	12	111970000	112120000	255,255,0	0.94272	0.025486	0.029589	0.625	0.625
12	125260000	125430000	12	125260000	125430000	255,255,0	1.0053	0.032593	0.022481	0.70833	0.56944
12	100750000	100960000	12	100750000	100960000	255,255,0	0.96025	0.025499	0.029321	0.60909	0.7
12	29470000	29660000	12	29470000	29660000	255,255,0	0.99392	0.020237	0.034039	0.67778	0.7
12	76210000	76430000	12	76210000	76430000	255,255,0	1.174	0.015211	0.038974	0.57851	0.80992
12	42750000	42970000	12	42750000	42970000	255,255,0	0.83192	0.022769	0.031223	0.5124	0.66116
12	132070000	132270000	12	132070000	132270000	255,255,0	1.0043	0.026593	0.026778	0.65	0.61
12	94940000	95140000	12	94940000	95140000	255,255,0	0.98495	0.034809	0.018393	0.77	0.51
12	113420000	113620000	12	113420000	113620000	255,255,0	1.1553	0.025717	0.027278	0.73	0.79
12	46120000	46380000	12	46120000	46380000	255,255,0	1.0676	0.027126	0.024073	0.57988	0.85207
12	107070000	107280000	12	107070000	107280000	255,255,0	0.89489	0.020074	0.030325	0.5062	0.686
12	92250000	92540000	12	92250000	92540000	255,255,0	1.0263	0.027897	0.022495	0.74762	0.65238
12	121020000	121170000	12	121020000	121170000	255,255,0	0.89412	0.025634	0.023673	0.625	0.51786
12	108160000	108290000	12	108160000	108290000	255,255,0	0.73088	0.012021	0.036173	0.5	0.5
12	63000000	63190000	12	63000000	63190000	255,255,0	1.2321	0.021994	0.026191	0.74444	0.76667
12	119870000	120090000	12	119870000	120090000	255,255,0	0.91853	0.024026	0.0232	0.54545	0.72727
12	112120000	112270000	12	112120000	112270000	255,255,0	0.82199	0.025346	0.021652	0.58929	0.51786
12	70780000	70950000	12	70780000	70950000	255,255,0	0.99983	0.022146	0.023772	0.59722	0.68056
12	102020000	102160000	12	102020000	102160000	255,255,0	0.73981	0.02291	0.022589	0.52344	0.50781
12	52770000	52960000	12	52770000	52960000	255,255,0	1.0043	0.013141	0.030177	0.58889	0.72222
12	49210000	49400000	12	49210000	49400000	255,255,0	1.0398	0.020828	0.01934	0.70679	0.73148
12	111760000	111920000	12	111760000	111920000	255,255,0	0.86807	0.020301	0.017015	0.67188	0.51562
12	131800000	131950000	12	131800000	131950000	255,255,0	0.91761	0.0099472	0.026066	0.55357	0.625
12	125440000	125640000	12	125440000	125640000	255,255,0	1.0653	0.014588	0.021221	0.71	0.73
13	34460000	36390000	13	34460000	36390000	255,255,0	0.24875	0.35925	0.38697	0.41742	0.48894
13	112060000	113130000	13	112060000	113130000	255,255,0	0.057778	0.29219	0.36737	0.43222	0.40007
13	107840000	108820000	13	107840000	108820000	255,255,0	0.3784	0.29407	0.26646	0.40441	0.46397
